Timestamp,OTR or COTA?,Setting: ,Education,Years of experience,State ,City/town (or Country if not US),Zip code,Geographic area,My work is:,Average hours / week,My pay rate is,HOURLY RATE,Yearly income from this job,Benefits,"What certifications or special training you have, if applicable (leave blank if none)",Productivity expectations,Anything further you'd like to mention regarding salary?,Gender (for gender gap comparisons),Did you negotiate your rate?
11/21/2017,COTA,"SNF, LTC, Geriatrics",Associates,10+,VA,Fairfax,20171,Large metro area,Full time,30+,Hourly,30.00,"50,000.00","401K or equivalent, Dental, Vision",PAMS and Dementia Certification ,90%,Hourly pay has been falling with influx of new grads saturating the market,Female,
11/21/2017,OT,NICU (or peds/inpatient/EI),Masters,5+,GA,Atlanta,30350,Large metro area,Full time,40+,Hourly,35.45,"78,000.00","401K or equivalent, Health insurance, Dental, Disibility, Tuition reimbursement, CEU reimbursement","SOS feeding, Floortime, SI, NDT",60%,"there are shift differentials for weekends/nights,  time and a half for some holidays",Female,
11/21/2017,OT,SNF,Masters,2,IL,Waukegan Illinois ,60085,City,Full time,35+,Hourly,36.50,"75,920.00","401K or equivalent, Health insurance, Dental, Vision",,95%,,Female,
11/21/2017,OT,"Outpatient, Pediatric",Masters,4,IN,Indianapolis,46260,City,Full time,35+,Hourly,32.00,"61,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",C/NDT,80%,,Female,
11/21/2017,OT,Home health,Masters,4,NY,Catskill,12414,Rural,Full time,40+,Hourly,30.00,"62,400.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,70%,,Female,
11/21/2017,COTA,"Early Intervention, Pediatric",Associates,New grad / less than a year,FL,Fort Peirce,34946,City,Contract,35+,Hourly,26.00,"54,080.00","Dental, Vision",,95%,,Female,
11/22/2017,OT,Acute,Masters,2,OH,Cleveland,44113,City,Full time,40+,Hourly,31.00,"64,900.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,100%,,Female,
11/22/2017,OT,School system,Masters,2,MO,St. Louis,63108,Large metro area,Contract,30+,Hourly,34.00,"40,885.00",401K or equivalent,,None required. Typically between 60-82%,,Female,
11/23/2017,COTA,LTC,Associates,4,MN,Elk River,55398,City,Full time,40+,Hourly,16.25,"35,000.00","Health insurance, Dental, Vision",BC-AP,N/A,I work in Activities/Recreation NOT Rehab,Female,
11/23/2017,OT,School system,Masters,New grad / less than a year,NY,Buffalo,14211,City,Full time,35+,Hourly,27.50,"42,350.00","401K or equivalent, Health insurance, Dental, Vision",,70%,,Female,
11/24/2017,OT,SNF,Masters,1,MA,Danvers,01923,City,Full time,30+,Hourly,38.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,
11/24/2017,OT,Acute,Masters,New grad / less than a year,MA,danvers,01923,City,PRN,16,PRN,40.00,"30,000.00",None,,80%,,Female,
11/24/2017,COTA,SNF,Associates,New grad / less than a year,FL,Hudson,34669,Town,Full time,40+,Hourly,25.00,"52,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,95%,,Male,
11/24/2017,OT,"ALF, Rehab manager",Masters,5+,MI,Jackson,49202,City,Salary (exempt from overtime pay),40+,Hourly,38.50,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,60%,,Female,
11/25/2017 21:04:50,OT,SNF,OTD,1,FL,Jacksonville,32216,City,Full time,35+,Hourly,37.50,"78,000.00","Health insurance, Dental, Vision, Disibility",,85%,,Female,
11/26/2017 7:56:31,OT,Inpatient,Masters,New grad / less than a year,NC,Pittsboro,27312,Town,Full time,40+,Hourly,28.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,75%,,Female,
11/26/2017 8:21:51,OT,Academia/Higher education,Masters,10+,NC,Asheville,28803,City,Salary (exempt from overtime pay),35+,Hourly,40.00,"67,828.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,
11/26/2017 13:09:47,OT,SNF,OTD,4,FL,Zephyrhills,33542,Rural,Full time,40+,Hourly,41.00,"85,280.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",CLT,60%,Rehab Director in SNF,Female,
11/26/2017 13:36:35,OT,Home health,Masters,5+,TX,Temple,76502,City,Full time,40+,Per visit,65.00,"102,000.00",Company car,,Based on number of visits,My productivity requirements are 25-30 visits per week,Female,
11/26/2017 15:24:46,OT,"Outpatient, ALF, SNF, LTC, Geriatrics",Masters,5+,MD,Catonsville,21043,City,Full time,40+,Hourly,43.30,"90,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement","Lymphedema, kinesio taping, physical agent modalities",80%,,Female,
11/26/2017 15:52:51,OT,Academia/Higher education,Masters,30+,NC,Concord,28025,Large metro area,Full time,40+,Hourly,25.00,"52,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",Assistive Technology Professional,N/A,OTA Instructor,Female,
11/26/2017 17:10:30,OT,Acute,Masters,New grad / less than a year,CA,walnut creek,94598,City,Full time,40+,Hourly,42.25,"87,360.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,70%,,Female,
11/26/2017 17:14:38,OT,Acute,Masters,New grad / less than a year,CA,marin,94904,City,PRN,10+,PRN,52.00,"21,632.00",None,,70%,"earnings vary, sometimes 2 days/wk, sometimes 0",Female,
11/26/2017 20:47:33,OT,SNF,Masters,2,CA,San Diego,92111,Town,Full time,40+,Hourly,43.00,"89,440.00",401K or equivalent,,85%,,Female,
11/27/2017 0:04:28,COTA,"Acute, SNF, Geriatrics",OTD,2,NC,Winterville,28590,City,Full time,30+,Per visit,28.00,"56,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,
11/27/2017 1:00:40,OT,Pediatric,Bachelors,15+,CO,Breckenridge,80424,Town,Contract,Varies,Contract,50.00,"70,000.00",None,,80%,,Female,
11/27/2017 1:26:02,OT,Acute,Masters,New grad / less than a year,CA,Chico,95973,Town,Full time,35+,Hourly,42.00,"86,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",None,80%,,Male,
12/3/2017 0:24:30,COTA,"ALF, SNF, LTC, Home health, Geriatrics",Associates,20+,NC,Asheville,28806,City,PRN,25+,PRN,35.00,"55,000.00","Dental, Cobra",Kinesio taping,90%,My company recently 'right-sized' and rather than part-time I changed my status to prn this past June. While working f/t my rate was $30.60/hr. with health insurance and 401K.,Female,
12/3/2017 18:39:47,COTA,Home health,Associates,5+,AZ,Scottsdale,85206,Large metro area,Full time,35+,Hourly,30.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,Based on number of visits,,Female,
12/7/2017 21:10:36,OT,SNF,Bachelors,10+,NY,Syracuse ,13210,Large metro area,Full time,30+,Hourly,39.20,"71,300.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,
12/9/2017 9:56:50,OT,"Acute, Inpatient",Masters,New grad / less than a year,MT,Kalispell,59901,Town,Full time,40+,Hourly,31.50,"65,000.00","Health insurance, Dental, Vision",,70%,,Female,
12/9/2017 22:48:17,OT,"Ergonomics, Consultant",Masters,10+,MN,Lakefield,56150,Rural,Contract,25+,Contract,60.00,"63,000.00",None,Industrial rehab,80%,,Female,
12/10/2017 3:16:08,OT,Mental health,Masters,1,Outside US or US territories,Australia ,3185,City,Full time,40+,Hourly,35.00,"68,000.00","401K or equivalent, CEU reimbursement",,Based on number of visits,,Female,
12/10/2017 10:04:27,COTA,SNF,Associates,3,NH,Manchester ,3103,City,Full time,35+,Hourly,24.00,"43,680.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, 401k is no employer contribution, all checked benefits are a la cart style.",,85%,,Female,
12/10/2017 23:42:39,OT,SNF,Masters,New grad / less than a year,CA,Santa Rosa,95405,City,Full time,35+,Hourly,44.00,"81,224.00","401K or equivalent, Health insurance, Dental, Vision",,70%,"As part of the hiring process, I negotiated a wage increase and a sign on bonus. ",Female,
12/11/2017 23:36:54,OT,SNF,Masters,New grad / less than a year,MD,Randallstown,21133,Town,PRN,25+,PRN,45.00,"58,500.00",None,,70%,,Female,No
12/12/2017 11:18:05,COTA,"Inpatient, Outpatient",Associates,5+,MN,Fairmont,56098,Town,Full time,40+,Hourly,21.21,"44,116.80","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",PAMS,70%,I've had 3 small raises.,Female,No
12/15/2017 0:34:16,OT,Acute,Masters,New grad / less than a year,CA,Los Angeles,90650,City,PRN,20+,Hourly,35.00,"36,400.00",None,,80%,,Male,No
12/16/2017 11:58:59,OT,Inpatient,Masters,4,HI,Honolulu,96819,City,PRN,15+,PRN,37.00,"25,000.00",401K or equivalent,,N/A,,Female,No
12/16/2017 15:47:06,OT,SNF,Masters,New grad / less than a year,PA,Quakertown,18951,Town,Full time,40+,Hourly,33.00,"69,00","Health insurance, Dental, Vision",LSVT BIG,85%,,Female,Yes
12/18/2017 20:00:57,OT,Inpatient,Masters,New grad / less than a year,OH,Dayton,45424,City,Salary (exempt from overtime pay),40+,Hourly,31.00,"64,500.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,Based on number of visits,"I work an hourly rate, but it's a salary position with no overtime",Female,Yes
12/18/2017 20:09:14,OT,"Outpatient, SNF, LTC",Masters,New grad / less than a year,NC,Durham,27705,City,Full time,35+,Hourly,37.00,"76,960.00","Health insurance, Dental, Vision, CEU reimbursement",,90%,,Female,Yes
12/18/2017 20:09:16,OT,SNF,Masters,25+,SC,Greenville,29605,City,Full time,35+,Hourly,42.00,"82,000.00","Health insurance, Dental, Vision",PAMs,85%,,Female,Yes
12/19/2017 8:37:24,COTA,SNF,Associates,New grad / less than a year,LA,Oakdale,71463,Town,Full time,35+,Hourly,29.00,"58,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement",,90%,,Female,Yes
12/19/2017 14:48:36,OT,SNF,Masters,New grad / less than a year,WI,Oshkosh ,54901,City,Full time,40+,Hourly,35.00,"72,800.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement",,80%,,Male,No
12/19/2017 20:43:02,OT,Pediatric,Masters,5+,CA,Cerritos,90706,City,Full time,40+,Hourly,37.00,"76,500.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,Based on number of visits,,Male,Yes
12/20/2017 12:42:36,COTA,ALF,Associates,New grad / less than a year,OH,Youngstown,44514,Town,PRN,20+,Hourly,30.00,"34,000.00",None,,80%,,Female,Yes
12/21/2017 11:18:35,COTA,"Outpatient, School system, Pediatric",Bachelors,3,FL,Panama City,32404,City,Full time,40+,Hourly,23.00,"45,000.00",None,,60%,,Female,No
12/23/2017 15:18:21,OT,Mental health,Masters,New grad / less than a year,MA,Boston,2127,City,Full time,40+,Hourly,31.00,"64,787.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,,Female,Yes
12/23/2017 18:20:10,OT,Outpatient,Masters,New grad / less than a year,NY,New city ,10954,Town,Part time,20+,Hourly,40.00,"41,600.00",None,,N/A,,Female,No
12/23/2017 20:12:07,OT,Acute,Masters,New grad / less than a year,CO,Colorado Springs,80909,City,Full time,40+,Hourly,28.00,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,70%,,Female,No
12/23/2017 20:32:23,COTA,SNF,Associates,New grad / less than a year,NY,Syracuse,13023,City,Full time,40+,Hourly,22.00,"45,000.00","401K or equivalent, Health insurance, Dental, Tuition reimbursement",NBCOT certification ,60%,,Female,Yes
12/24/2017 8:48:58,OT,SNF,Masters,New grad / less than a year,RI,Providence,2908,City,Full time,40+,Hourly,37.00,"76,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,Yes
12/24/2017 11:14:58,OT,Acute,Masters,2,CT,Hartford,6102,Large metro area,Full time,40+,Hourly,32.50,"67,666.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, Weekend and holiday differentials?",Fieldwork educator ,Based on number of visits,"This is a 40 hr full time salaried position, no overtime although OTs usually either come in much earlier or are staying much later. We are expected to see 9 patients a day in an 8 hr day. We are also expected to participate in huddles, patient rounds, family meetings when applicable, and OTs coordinate the student program for themselves. This hospital is a level 1 trauma center where patient acuity is very high. We are the largest and most resourceful hospital in the area and outside hospitals send their patients to us for higher level of care. With all of this said, this is why we are usually working more than 40 hours. There is little to no merit increase in this setting regardless of how good of a clinician you are or if you meet your goals or not (1-2% a year).",Female,Yes
12/24/2017 11:17:29,OT,"Inpatient, Acute rehab",Masters,2,CT,New britain,6053,Town,PRN,Varies,PRN,45.00,"5,000.00",401K or equivalent,,N/A,,Female,No
12/24/2017 12:39:36,OT,Inpatient,Masters,New grad / less than a year,IL,Chicago,60608,Large metro area,Salary (exempt from overtime pay),40+,Hourly,30.12,"62,735.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement",,75%,,Female,Yes
12/26/2017 1:39:27,OT,SNF,Masters,New grad / less than a year,CA,Los Altos,94587,City,Full time,40+,Hourly,41.00,"85,280.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,90%,,Female,Yes
12/26/2017 13:59:57,OT,School system,OTD,5+,CA,San Francisco,94040,City,Full time,40+,Hourly,50.00,"75,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",SIPT,N/A,,Female,Yes
12/28/2017 15:32:47,OT,ALF,Masters,New grad / less than a year,TX,Dallas,75206,Large metro area,Full time,35+,Hourly,35.00,"65,000.00","401K or equivalent, Health insurance, Dental",,80%,,Female,No
12/30/2017 9:03:52,OT,SNF,Masters,New grad / less than a year,NC,Pittsboro ,27312,Town,Full time,30+,Hourly,36.00,"65,520.00","401K or equivalent, Health insurance, Dental, Vision",,85%,"36 per hour, guaranteed at least 30 hours per week",Female,Yes
12/30/2017 15:20:07,OT,"ALF, SNF, LTC",Masters,New grad / less than a year,OH,Cincinnati,45036,City,Full time,35+,Hourly,39.00,"70,980.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Male,Yes
1/1/2018 1:45:15,OT,"Outpatient, Pediatric",Bachelors,10+,CA,Oakland ,94611,Large metro area,Part time,20+,Hourly,51.00,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement",Swallowing certification ,N/A,,Female,No
1/1/2018 16:02:04,OT,Pediatric,Masters,2,NY,Jamaica ,11367,Large metro area,Part time,30+,Hourly,62.00,"45,000.00",None,,95%,Per diem,Female,No
1/2/2018 14:27:21,OT,Inpatient,Masters,New grad / less than a year,WI,La Crosse,54601,City,Part time,20+,Hourly,28.40,"22,720.00",None,,N/A,,Female,No
1/2/2018 19:37:25,OT,"SNF, Geriatrics",Masters,5+,CT,Windsor,6068,Town,Full time,30+,Hourly,36.50,"62,000.00","401K or equivalent, Health insurance, Dental, Vision",,80%,,Female,Yes
1/2/2018 20:17:59,OT,Inpatient,Masters,1,TX,Round Rock,78664,City,Full time,40+,Hourly,33.50,"69,680.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,No
1/3/2018 8:36:30,OT,"Early Intervention, School system",Masters,3,NY,Mount Morris,14510,Rural,Salary (exempt from overtime pay),35+,Hourly,28.00,"54,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
1/3/2018 20:05:34,OT,Pediatric,Masters,3,NC,Charlotte,28134,Large metro area,Full time,40+,Per visit,43.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement","Handwriting Without Tears, Sequential Oral Sensory Approach to Feeding",75%,I am a full time employee with benefits at an outpatient pediatric clinic. We are paid per visit with a higher per visit rate to cover sick time/personal time. No paid days off.,Female,No
1/5/2018 7:56:45,COTA,"SNF, LTC, Pediatric",Associates,3,IA,Waverly,50677,Rural,PRN,15+,Hourly,28.00,"21,840.00","401K or equivalent, Tuition reimbursement, CEU reimbursement",SOS Feeding,80%,,Female,Yes
1/5/2018 10:05:07,OT,Home health,Masters,5+,TX,lancaster,75146,City,Per visit,30+,Per visit,65.00,"80,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,90%,,Male,Yes
1/7/2018 19:03:12,COTA,"Acute, SNF",Associates,New grad / less than a year,NJ,Englishtown,7726,Town,Full time,35+,Hourly,22.00,"1,144.00","401K or equivalent, Health insurance",,90%,,Female,Yes
1/8/2018 2:18:47,OT,Acute,Masters,New grad / less than a year,MO,springfield,65807,City,Full time,40+,Hourly,27.00,"56,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,75%,,Female,No
1/8/2018 20:17:16,OT,"Acute, Inpatient",Masters,New grad / less than a year,MI,Flint,48433,City,Full time,40+,Hourly,28.50,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
1/8/2018 20:26:10,OT,"Acute, Inpatient",Masters,New grad / less than a year,CA,Los Angeles,90650,Large metro area,PRN,15+,PRN,36.00,"35,000.00",None,,75%,,Male,No
1/8/2018 21:34:14,OT,Acute,Masters,4,OH,Akron,44312,Large metro area,Full time,40+,Hourly,36.54,"76,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,70%,,Male,No
1/8/2018 23:52:12,COTA,School system,Associates,New grad / less than a year,IN,Hammond,46321,City,Full time,35+,Hourly,24.00,"28,172.00","Health insurance, Dental, Vision",,75%,,Female,No
1/9/2018 19:06:23,OT,SNF,OTD,New grad / less than a year,MA,Arlington,2476,Large metro area,Full time,40+,Hourly,34.00,"70,720.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Free CEU through their online program, licensing reimbursement",,75%,,Female,No
1/9/2018 21:09:09,OT,School system,Masters,New grad / less than a year,GA,Atlanta,30329,Large metro area,Part time,20+,Contract,40.00,"24,000.00",None,,Based on number of visits,,Male,No
